qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
11,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"Which graphed point is best represented by (−7, 0)?",7,0.7138211299213784,1.6671313253778677,0:0.0407|1:0.0407|2:0.0407|3:0.0409|4:0.0410|5:0.0414|6:0.0407|7:0.7138
12,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which figure represents a regular polygon?,4,0.7254857990061804,1.618520840573821,0:0.0390|1:0.0390|2:0.0396|3:0.0390|4:0.7255|5:0.0392|6:0.0391|7:0.0395
13,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,A class will collect data to determine which afterschool event is the favorite for students to attend. Which method would result in data most representative of the entire school population?,7,0.7096847438322049,1.6841460791975957,0:0.0415|1:0.0415|2:0.0415|3:0.0415|4:0.0415|5:0.0415|6:0.0415|7:0.7097
14,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Timothy ordered 150 sandwiches on Monday. This circle graph represents the number of each kind of sandwich he ordered. Which is closest to the total number of turkey sandwiches Timothy ordered?,7,0.6029982741294494,1.866839425988869,0:0.0323|1:0.0323|2:0.0323|3:0.0323|4:0.2033|5:0.0323|6:0.0323|7:0.6030
15,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Porter recorded the lengths of 8 earthworms. Each length is rounded to the nearest inch. The circle graph and the line plot represent this set of data. What information can be determined from both the circle graph and the line plot?,7,0.5720638806401566,1.7750940705276885,0:0.0251|1:0.0251|2:0.0251|3:0.0251|4:0.2772|5:0.0251|6:0.0251|7:0.5721
16,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,This line plot shows the number of letters in the names of 7 students. What is the balance point for this set of data?,7,0.8457608444660751,1.0533514103724702,0:0.0220|1:0.0220|2:0.0220|3:0.0220|4:0.0221|5:0.0221|6:0.0220|7:0.8458
17,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"The table shows the number of minutes 10 students each used completing homework one night. The teacher removes the outlier from the data and recalculates the measures of center and spread. When the outlier is removed from the data, the —",7,0.8022681032711059,1.2724643840153422,0:0.0281|1:0.0281|2:0.0281|3:0.0282|4:0.0283|5:0.0288|6:0.0281|7:0.8023
18,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Cole used 1 4 of his time reading his notes and 3 10 of his time completing problems. He used the rest of his time reviewing his textbook. Cole reviewed his textbook for exactly —,4,0.5958106528957673,2.1080466791582637,0:0.0576|1:0.0576|2:0.0576|3:0.0576|4:0.5958|5:0.0578|6:0.0577|7:0.0583
19,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,The points on the coordinate plane show the proportional relationship between the x- and y-values. Which table of values represents the same proportional relationship that is shown in the graph?,7,0.7517145585744945,1.5054273853610605,0:0.0350|1:0.0350|2:0.0380|3:0.0350|4:0.0353|5:0.0350|6:0.0351|7:0.7517
20,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"Using the key shown, look at this equation mat. Which equation best represents the equation mat shown?",7,0.5332531909274321,1.8811311226670764,0:0.0285|1:0.0285|2:0.0285|3:0.0285|4:0.2958|5:0.0285|6:0.0285|7:0.5333
21,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,What is the value of m for this equation? 18 = m 6,7,0.47529101789156186,2.086059139549244,0:0.0368|1:0.0368|2:0.3033|3:0.0369|4:0.0369|5:0.0369|6:0.0370|7:0.4753
22,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Mr. Hansen wrote and solved this equation on the board. r + 3 = 11 r + (3 - 3) = 11 - 3 r = 8 He used the key shown and drew a model to confirm the solution. Which of these best represents a model Mr. Hansen could use to confirm his solution?,7,0.33556737879287274,2.436463007930075,0:0.0266|1:0.0266|2:0.0267|3:0.2114|4:0.1621|5:0.0271|6:0.1839|7:0.3356
23,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which statement is true?,6,0.7548077730595965,1.4918940995788852,0:0.0347|1:0.0347|2:0.0347|3:0.0355|4:0.0353|5:0.0348|6:0.7548|7:0.0354
1,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which of the following is true?,6,0.776356576913111,1.3946013363487695,0:0.0317|1:0.0317|2:0.0317|3:0.0322|4:0.0323|5:0.0318|6:0.7764|7:0.0322
2,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number is a square root of 400?,7,0.7218068254286979,1.633963586661602,0:0.0397|1:0.0397|2:0.0397|3:0.0397|4:0.0399|5:0.0397|6:0.0397|7:0.7218
3,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is 0.000012 written in scientific notation?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
4,math_grade7_2014,math-grade7-2014.js,drag-drop,Arrange the three numbers shown in order from least to greatest.,4,0.6829751428492173,1.7910186080073998,0:0.0448|1:0.0448|2:0.0448|3:0.0448|4:0.6830|5:0.0475|6:0.0449|7:0.0455
5,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which list of numbers is arranged from least to greatest?,7,0.4982870908784143,2.4084076204244123,0:0.0712|1:0.0712|2:0.0713|3:0.0712|4:0.0716|5:0.0741|6:0.0712|7:0.4983
6,math_grade7_2014,math-grade7-2014.js,free-response,What is the value of (-15) - (-18) ÷ 3?,2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
7,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number is a square root of 1?,7,0.7218068254286979,1.633963586661602,0:0.0397|1:0.0397|2:0.0397|3:0.0397|4:0.0399|5:0.0397|6:0.0397|7:0.7218
8,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Let n represent any number in this sequence. 2, 24, 46, 68, ... Which of these can be used to determine the next number?",7,0.7572717700701003,1.4809656759500456,0:0.0345|1:0.0345|2:0.0345|3:0.0349|4:0.0347|5:0.0351|6:0.0345|7:0.7573
9,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number sentence is represented by this model?,7,0.570061774434701,1.8013550710702924,0:0.0261|1:0.0261|2:0.0261|3:0.2722|4:0.0262|5:0.0272|6:0.0261|7:0.5701
10,math_grade7_2014,math-grade7-2014.js,multiple-choice,Clarence made a scale drawing of a classroom. The scale in the drawing is 2 inches represents 9 feet. The actual length of the classroom is 36 feet. What is the length of the classroom on the scale drawing?,4,0.6394326376703209,1.955391393970064,0:0.0514|1:0.0514|2:0.0514|3:0.0514|4:0.6394|5:0.0516|6:0.0515|7:0.0519
11,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which fraction and decimal are equivalent to 10⁻³?,5,0.4334225162446864,2.344203487524114,0:0.0459|1:0.0459|2:0.0459|3:0.2563|4:0.0739|5:0.4334|6:0.0465|7:0.0522
12,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the absolute value of -8.2?,2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
13,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Which statement is true about the pattern shown? 5, 20, 80, 320, ...",4,0.4775041108482262,1.9209119350432675,0:0.0287|1:0.0287|2:0.0287|3:0.0287|4:0.4775|5:0.0287|6:0.3505|7:0.0288
14,math_grade7_2014,math-grade7-2014.js,multiple-choice,Kelly received a 25% discount on the purchase of a $240 bicycle. What was the amount of the discount Kelly received?,4,0.3823950288000089,2.693472770354335,0:0.0875|1:0.0875|2:0.0878|3:0.0876|4:0.3824|5:0.0881|6:0.0881|7:0.0911
15,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number sentence is represented by this model?,7,0.570061774434701,1.8013550710702924,0:0.0261|1:0.0261|2:0.0261|3:0.2722|4:0.0262|5:0.0272|6:0.0261|7:0.5701
16,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is | -11 12 |?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
17,math_grade7_2014,math-grade7-2014.js,multiple-choice,The length of Rectangular Prism A is shown. The length of this prism is multiplied by a scale factor of 1 2 to create Rectangular Prism B. The volume of Rectangular Prism B is--,4,0.7354690370386507,1.5761392287352582,0:0.0378|1:0.0378|2:0.0378|3:0.0378|4:0.7355|5:0.0378|6:0.0378|7:0.0378
18,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which statement is false?,6,0.7039074689230173,1.7076767619038034,0:0.0419|1:0.0419|2:0.0419|3:0.0427|4:0.0427|5:0.0420|6:0.7039|7:0.0430
19,math_grade7_2014,math-grade7-2014.js,multiple-choice,Quadrilateral KLMN is rotated 180° clockwise about the origin. Which coordinates best represent the image of point K?,7,0.43029037306344803,2.1538227946531756,0:0.0392|1:0.0392|2:0.0392|3:0.0396|4:0.3336|5:0.0395|6:0.0393|7:0.4303
20,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has 8 equal-sized sections. • 2 red • 1 yellow • 3 blue • 2 green A class spun the arrow on the spinner 20 times. The arrow landed on green 3 times. The class will spin the arrow on the spinner a total of 500 times. As the number of spins increases, the experimental probability of the arrow landing on green will most likely approach –",7,0.4469239221072861,2.5445365099186112,0:0.0789|1:0.0789|2:0.0789|3:0.0790|4:0.0792|5:0.0791|6:0.0791|7:0.4469
21,math_grade7_2014,math-grade7-2014.js,multiple-select,The dimensions of 4 rectangular prisms are shown. Identify each of the prisms for which the maximum amount of sand the prism can hold is 30 cubic inches.,4,0.7468441279000332,1.5269207461728318,0:0.0360|1:0.0360|2:0.0360|3:0.0360|4:0.7468|5:0.0371|6:0.0360|7:0.0361
22,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A rectangular prism has a height of 3 inches and a volume of 27 cubic inches. The height of this prism is changed to 6 inches, and the other dimensions stay the same. What is the volume of the prism with this change?",4,0.6983416753820687,1.7301705149203026,0:0.0431|1:0.0431|2:0.0431|3:0.0431|4:0.6983|5:0.0431|6:0.0431|7:0.0431
23,math_grade7_2014,math-grade7-2014.js,multiple-choice,Every rhombus is also a--,4,0.25985779869294895,2.9041761434859237,0:0.1045|1:0.1045|2:0.1107|3:0.1048|4:0.2599|5:0.1052|6:0.1051|7:0.1054
24,math_grade7_2014,math-grade7-2014.js,multiple-choice,Quadrilateral PQMN is similar to quadrilateral WXYZ. What is the measure of angle Z?,4,0.6166355689764689,2.0366234692822816,0:0.0547|1:0.0547|2:0.0547|3:0.0547|4:0.6166|5:0.0548|6:0.0548|7:0.0548
25,math_grade7_2014,math-grade7-2014.js,multiple-choice,This table shows the dimensions of four rectangular prisms. Which rectangular prism has the greatest volume?,4,0.5109004694916907,2.099754280283263,0:0.0394|1:0.0394|2:0.0394|3:0.0394|4:0.5109|5:0.0394|6:0.0394|7:0.2526
26,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which numbered triangle is a 90° counterclockwise rotation about the origin of the shaded triangle?,4,0.8069507426741154,1.2497644018304146,0:0.0275|1:0.0275|2:0.0276|3:0.0276|4:0.8070|5:0.0276|6:0.0276|7:0.0276
27,math_grade7_2014,math-grade7-2014.js,multiple-choice,The diameter and height of a cylindrical container are shown. The container is filled completely with cheese sauce. Which of these represents the total number of cubic inches of cheese sauce in the container?,4,0.4567892109454966,2.1090887462969845,0:0.0376|1:0.0376|2:0.0376|3:0.0376|4:0.4568|5:0.0376|6:0.0376|7:0.3178
28,math_grade7_2014,math-grade7-2014.js,point-select,Figure LMNP will be reflected across the y-axis. Place the point on the graph that represents point N'.,4,0.44030142574689113,2.067006991427103,0:0.0348|1:0.0348|2:0.0360|3:0.0348|4:0.4403|5:0.0349|6:0.0349|7:0.3496
29,math_grade7_2014,math-grade7-2014.js,multiple-choice,Triangle PQR is similar to triangle STU. Which proportion can be used to find n?,4,0.7778201199805589,1.3878656997136507,0:0.0317|1:0.0317|2:0.0317|3:0.0317|4:0.7778|5:0.0318|6:0.0317|7:0.0318
30,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The number of 8-ounce glasses of water Shane drank each day for 12 days is represented in this histogram. Based on this histogram, which statement must be true?",7,0.7277086246317193,1.6091510201234849,0:0.0388|1:0.0388|2:0.0388|3:0.0389|4:0.0389|5:0.0390|6:0.0391|7:0.7277
31,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The digits 1, 2, 3, and 4 are used to make a 3-digit number. Each digit can be repeated. What is the total number of 3-digit numbers that can be made using these digits?",7,0.7405101954515395,1.5544551159017819,0:0.0370|1:0.0370|2:0.0370|3:0.0370|4:0.0372|5:0.0371|6:0.0371|7:0.7405
32,math_grade7_2014,math-grade7-2014.js,multiple-choice,"If k = 2, what is the value of k³ - (k - 10) + 4k?",2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
33,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has 5 sections of equal size labeled P, Q, R, S, and T. The arrow of this spinner was spun 15 times and landed 4 times on the section labeled Q. Which statement best describes the experimental probability and theoretical probability of the arrow landing on the section labeled Q?",7,0.5376076589337131,2.293626312619419,0:0.0650|1:0.0650|2:0.0650|3:0.0651|4:0.0653|5:0.0716|6:0.0655|7:0.5376
34,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Ethan earns $12 per hour to walk 2 dogs, plus an additional $7 for brushing the 2 dogs after their walk. Let x represent the hours Ethan works. Let y represent the total he earns each day. Which number sentence best represents this situation?",7,0.7406104877224744,1.554012633952022,0:0.0369|1:0.0369|2:0.0369|3:0.0373|4:0.0370|5:0.0376|6:0.0369|7:0.7406
35,math_grade7_2014,math-grade7-2014.js,multiple-choice,Aidan's age is 6 years less than half of Maggie's age. Aidan's age is 4 years. What is Maggie's age?,7,0.2556001906279917,2.9093939866644103,0:0.1039|1:0.1039|2:0.1040|3:0.1102|4:0.1065|5:0.1116|6:0.1042|7:0.2556
36,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to -12x ≤ -72?,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
37,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which property is illustrated by this number sentence? (-1 • 7) + 3 = 3 + (-1 • 7),7,0.6999195706674382,1.7238213582708384,0:0.0428|1:0.0428|2:0.0428|3:0.0429|4:0.0429|5:0.0429|6:0.0429|7:0.6999
38,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which graph represents the solution set to this inequality? x + 5,7,0.6153932314151664,1.8213252981514796,0:0.0307|1:0.0307|2:0.0307|3:0.0307|4:0.0307|5:0.0307|6:0.2005|7:0.6154
39,math_grade7_2014,math-grade7-2014.js,multiple-choice,This stem-and-leaf plot shows the high temperatures for a city over 20 days. Which histogram represents the same set of data?,7,0.7953277916619407,1.3057621773462333,0:0.0292|1:0.0292|2:0.0292|3:0.0292|4:0.0293|5:0.0292|6:0.0292|7:0.7953
40,math_grade7_2014,math-grade7-2014.js,multiple-choice,Marjorie bought 24 bottles of juice. Each day she opens and drinks 2 of these bottles of juice. Which of the following best represents the number of unopened bottles of juice Marjorie has at the end of d days?,7,0.683985893165589,1.7871554173469884,0:0.0450|1:0.0450|2:0.0450|3:0.0450|4:0.0451|5:0.0454|6:0.0454|7:0.6840
41,math_grade7_2014,math-grade7-2014.js,multiple-choice,"If n = 3, what is the value of (3 + n 4 ) ÷ 3?",2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
42,math_grade7_2014,math-grade7-2014.js,multiple-choice,"This spinner has 6 sections of equal size. The arrow of this spinner was spun 60 times. On 45 out of 60 times, the arrow landed on a section labeled with a multiple of 4. What was the experimenal probability of the arrow landing on a section labeled with a multiple of 4?",7,0.3584796637753711,2.740806459212714,0:0.0890|1:0.0890|2:0.0891|3:0.0896|4:0.0905|5:0.1050|6:0.0893|7:0.3585
43,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to x -4 = 10,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
44,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Which of the following is the algebraic form for the verbal statement shown? ""13 more than the product of 4 and a number, n""",6,0.3121381489164858,2.241674386666838,0:0.0264|1:0.0264|2:0.0264|3:0.0264|4:0.2500|5:0.0271|6:0.3121|7:0.3052
45,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The table shows the results of 50 rolls of a fair number cube numbered 1 to 6. According to the data in the table, what was the experimental probability of rolling a 1?",7,0.7234652996557119,1.6270170474864045,0:0.0395|1:0.0395|2:0.0395|3:0.0395|4:0.0395|5:0.0395|6:0.0395|7:0.7235
46,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has sections labeled W, X, Y, and Z. The faces of a number cube are labeled 1, 2, 3, 4, 5, and 6. What is the total number of possible outcomes of 1 spin of the arrow on the spinner and 1 roll of the number cube?",7,0.6514803296658718,1.9111573941727156,0:0.0498|1:0.0498|2:0.0498|3:0.0498|4:0.0498|5:0.0498|6:0.0498|7:0.6515
47,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which value of k makes -5 > k + 11 true?,6,0.5055798606717377,2.150150755639175,0:0.0416|1:0.0416|2:0.2406|3:0.0422|4:0.0437|5:0.0417|6:0.5056|7:0.0432
48,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which table contains only the points that lie on the line represented by y = 5 4 x - 3?,7,0.7299817997526763,1.599525569805532,0:0.0385|1:0.0385|2:0.0389|3:0.0386|4:0.0386|5:0.0386|6:0.0385|7:0.7300
49,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the value of n that makes the following true? n + (-7) = -77,6,0.7660598919625813,1.4414460894746497,0:0.0327|1:0.0327|2:0.0330|3:0.0331|4:0.0349|5:0.0329|6:0.7661|7:0.0348
50,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to c - 14 < 16?,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
1,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Samantha stated that 324 is a perfect square. Which factors could Samantha have used to justify her statement?,4,0.49204698622970355,2.1318372014256943,0:0.0402|1:0.0402|2:0.0402|3:0.0403|4:0.4920|5:0.0403|6:0.2662|7:0.0406
2,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Which operation should be performed last when using the order of operations to simplify this expression? 20 − 6 2 • 2,5,0.4028434957533485,2.4493580940802007,0:0.0560|1:0.0560|2:0.0630|3:0.0560|4:0.0572|5:0.4028|6:0.0562|7:0.2527
3,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Adam had 820 baseball cards. He gave 25% of the cards to his brother. How many cards did Adam give to his brother?,7,0.25560693964553255,2.909798111155545,0:0.1058|1:0.1058|2:0.1060|3:0.1060|4:0.1077|5:0.1062|6:0.1070|7:0.2556
4,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,The table shows the number of different-colored roses sold at a flower shop. The shop owner will create a circle graph to represent the data. What percent of the circle should be used to represent the number of pink roses sold?,7,0.5538479789701385,1.7947479025449427,0:0.0252|1:0.0252|2:0.0252|3:0.0253|4:0.2949|5:0.0253|6:0.0252|7:0.5538
5,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A cylinder has a radius of 7 inches and a height of 20 inches. Which is closest to the surface area of this cylinder?,4,0.7155750799094752,1.6598918866089751,0:0.0406|1:0.0406|2:0.0406|3:0.0406|4:0.7156|5:0.0406|6:0.0406|7:0.0407
6,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"The measurements of a rectangular prism are shown. If the height of this rectangular prism was multiplied by 1 2 , the surface area would —",4,0.7518010400193897,1.505193575386568,0:0.0354|1:0.0354|2:0.0354|3:0.0355|4:0.7518|5:0.0355|6:0.0355|7:0.0355
7,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Two similar triangles are shown. Which statement is NOT true?,4,0.5064528771817737,1.9670432855950588,0:0.0317|1:0.0317|2:0.0317|3:0.0318|4:0.5065|5:0.0317|6:0.3031|7:0.0318
8,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Triangle STU is similar to triangle XYZ. Which proportion can be used to find m?,4,0.7866060165353363,1.3469929212361482,0:0.0305|1:0.0305|2:0.0305|3:0.0305|4:0.7866|5:0.0305|6:0.0305|7:0.0305
9,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Triangle PQR is dilated by a scale factor of 2 using the origin as the center of dilation. What appears to be the new coordinates of point R after this dilation?,4,0.715542591266328,1.660025244238755,0:0.0406|1:0.0406|2:0.0406|3:0.0406|4:0.7155|5:0.0408|6:0.0406|7:0.0408
10,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"The distance, d, a spring stretches is directly proportional to the force, F, on the spring. The constant of proportionality is 0.25. Which equation represents this relationship?",7,0.7044972949874873,1.7053044858311692,0:0.0422|1:0.0422|2:0.0422|3:0.0422|4:0.0423|5:0.0422|6:0.0423|7:0.7045
11,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"One brand of dog food is sold in 4-pound bags, 12-pound bags, and 24-pound bags. • A 4-pound bag costs $6.00. • A 12-pound bag costs $18.00. • A 24-pound bag costs $36.00. • All of the costs include tax. What is the slope of the linear equation that models the relationship between the number of pounds of dog food, x, and the cost in dollars, y?",7,0.6101333317377879,2.0591679925559516,0:0.0553|1:0.0553|2:0.0554|3:0.0556|4:0.0555|5:0.0573|6:0.0554|7:0.6101
12,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,The graph of a line is shown. Which statement best describes the slope of this line?,7,0.829317596102543,1.1384292298415235,0:0.0243|1:0.0243|2:0.0244|3:0.0244|4:0.0245|5:0.0244|6:0.0244|7:0.8293
13,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 Which equation best represents the total sales in dollars, y, of x T-shirts?",7,0.639160483860074,1.956382230258035,0:0.0515|1:0.0515|2:0.0515|3:0.0515|4:0.0516|5:0.0516|6:0.0516|7:0.6392
14,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 The T-shirt supplier sells T-shirts only in packages of 24. Which table best shows the amount the club will earn after paying for the T-shirt packages and selling the T-shirts?,7,0.5594206044799372,2.22664704687213,0:0.0628|1:0.0628|2:0.0634|3:0.0628|4:0.0631|5:0.0629|6:0.0629|7:0.5594
15,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 The club members decide to increase the price of the T-shirts. They will charge 5% more than the original amount. Which dollar value represents 5% of the original price?,7,0.4448510580646431,2.5060769394098896,0:0.0674|1:0.0674|2:0.1498|3:0.0674|4:0.0681|5:0.0677|6:0.0675|7:0.4449
16,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"If n = 3, what is the value of (3 + n 4 ) ÷ 3?",2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
17,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,What is the solution to the equation? d − 3.4 7 = 2.8,6,0.7468486381814083,1.5269018918534036,0:0.0358|1:0.0358|2:0.0359|3:0.0364|4:0.0367|5:0.0359|6:0.7468|7:0.0366
18,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Beatrice has 18 pencils. Beatrice has 2 more than 4 times the number of pencils Rick has. Exactly how many pencils does Rick have?,7,0.6176268655321615,2.033157718650345,0:0.0546|1:0.0546|2:0.0546|3:0.0546|4:0.0547|5:0.0546|6:0.0546|7:0.6176
19,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Which set of values contains only solutions to −3x < 15?,7,0.6663723711762475,1.854690084199762,0:0.0465|1:0.0465|2:0.0530|3:0.0465|4:0.0465|5:0.0476|6:0.0470|7:0.6664
20,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A spinner has 8 equal-sized sections. • 2 red • 1 yellow • 3 blue • 2 green A class spun the arrow on the spinner 20 times. The arrow landed on green 3 times. The class will spin the arrow on the spinner a total of 500 times. As the number of spins increases, the experimental probability of the arrow landing on green will most likely approach —",7,0.4469239221072861,2.5445365099186112,0:0.0789|1:0.0789|2:0.0789|3:0.0790|4:0.0792|5:0.0791|6:0.0791|7:0.4469
21,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A fair number cube has faces labeled 1, 2, 3, 4, 5, and 6. Wesley rolled this number cube 30 times. This table shows his results. Wesley compared the theoretical and experimental probabilities. Which statement correctly compares the theoretical and experimental probabilities that the number landing face-up is a multiple of 3?",7,0.706369005024105,1.6976918634249893,0:0.0419|1:0.0419|2:0.0419|3:0.0419|4:0.0420|5:0.0419|6:0.0420|7:0.7064
22,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Jason represented the values of his 35 baseball cards in a histogram and in a stem-and-leaf plot. Which statement best describes the graph Jason could use to find the median value of his 35 baseball cards?,7,0.7308426866842299,1.5518593920014967,0:0.0299|1:0.0299|2:0.0893|3:0.0299|4:0.0300|5:0.0302|6:0.0300|7:0.7308
1,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the value of 4(6 + 2)²?,2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
2,math_grade8_2014,math-grade8-2014.js,free-response,What is - 324 ?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
3,math_grade8_2014,math-grade8-2014.js,multiple-choice,"If x = 2 and t = 4 , what is the value of 1 8 (x³ - 4)(t² + 8) ?",2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
4,math_grade8_2014,math-grade8-2014.js,multiple-choice,A food company reduced the amount of salt in one of their food products from 700 milligrams to 630 milligrams. What is the percent decrease in the amount of salt in this food product?,7,0.5014815868375478,2.399359833301943,0:0.0703|1:0.0703|2:0.0703|3:0.0711|4:0.0713|5:0.0747|6:0.0705|7:0.5015
5,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which number is an irrational number?,7,0.7972419888691626,1.2966229912493357,0:0.0289|1:0.0289|2:0.0291|3:0.0289|4:0.0290|5:0.0289|6:0.0290|7:0.7972
6,math_grade8_2014,math-grade8-2014.js,multiple-select,Identify each number between 1.7 × 10⁰ and 195%.,7,0.7091140419557078,1.6853167139396255,0:0.0402|1:0.0402|2:0.0402|3:0.0402|4:0.0403|5:0.0493|6:0.0403|7:0.7091
