qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
1,reading_endofcourse_2015,reading-endofcourse-2015.js,multiple-choice,"In paragraph 1, the words ""rumbled,"" ""buzzed,"" and ""exploded"" evoke images of-",7,1,0.8904097,0.8063376545906067,0:0.0157|1:0.8904|2:0.0156|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.0156
33,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,"Read this sentence from paragraph 7. Then she breezed around the mess, burst out the front door, and escaped. Which meaning of burst is used in this sentence?",14,5,0.94161475,0.4849093556404114,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.9416|6:0.0083|7:0.0083
34,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Maddy tosses her brother's backpack on the floor because she--,5,5,0.85413337,1.0088986158370972,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0208
35,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Maddy goes to the game most likely because she--,4,0,0.8248887,1.1608641147613525,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
36,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Which phrase from the story tells the most about the setting?,4,6,0.6096663,1.728194236755371,0:0.0250|1:0.0250|2:0.0251|3:0.2402|4:0.0250|5:0.0250|6:0.6097|7:0.0250
37,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,Which sentence from the story contains an example of figurative language?,6,7,0.8748879,0.8951131105422974,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
38,reading_grade5_practice_2024,reading-grade5-practice-2024.js,multiple-choice,The main conflict in the story is that Maddy--,4,2,0.8249335,1.1606378555297852,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
1,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Read this sentence from paragraph 2. Julia relaxed, thinking Mr. Malone would let another tardy slide by. What does this sentence suggest?",14,6,0.9416019,0.484997421503067,0:0.0083|1:0.0083|2:0.0084|3:0.0083|4:0.0083|5:0.0083|6:0.9416|7:0.0083
2,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"In paragraph 6, Julia's response to the news that she cannot attend the field trip best indicates that she--",10,7,0.92040104,0.6242270469665527,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.9204
3,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"In paragraph 12, which topic do the adults most likely discuss before Julia arrives?",7,3,0.89052963,0.8056386709213257,0:0.0156|1:0.0156|2:0.0156|3:0.8905|4:0.0156|5:0.0156|6:0.0156|7:0.0156
4,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"In paragraph 14, what does acknowledgment mean?",3,0,0.7811016,1.372676134109497,0:0.7811|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
5,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which word in paragraph 17 signals a generalization?,4,7,0.82478833,1.1613702774047852,0:0.0251|1:0.0250|2:0.0250|3:0.0251|4:0.0250|5:0.0250|6:0.0250|7:0.8248
6,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Select the appropriate effect of the cause listed below. Cause: Julia is tardy three times.,10,4,0.92041975,0.6241084933280945,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.9204|5:0.0114|6:0.0114|7:0.0114
7,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which statement is most likely true about Julia's dad?,5,7,0.8539405,1.0099316835403442,0:0.0209|1:0.0209|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.0209|7:0.8539
8,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which sentence states the most likely reason Julia is allowed to go on the field trip?,8,2,0.9026695,0.733717679977417,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
9,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"At the end of the story, the reader may best conclude that the biggest reward for Julia is--",9,2,0.91244584,0.6740483045578003,0:0.0125|1:0.0125|2:0.9124|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
10,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Which information would best be included in ""The Mystery of Mountain Lake"" section?",8,6,0.90263796,0.7339067459106445,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.9026|7:0.0139
11,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"According to information in paragraph 4, the main goal of Mountain Lake Conservancy is to--",8,6,0.90255135,0.7344285249710083,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.9026|7:0.0139
12,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which heading would be best for paragraph 5?,4,0,0.82487243,1.1609463691711426,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
13,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,The author organizes information in paragraph 6 by--,4,5,0.8248835,1.1608904600143433,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
14,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Based on the article, the mystery at Mountain Lake was difficult to solve since the cause of the changing water levels was--",12,4,0.9326252,0.5451944470405579,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.9326|5:0.0096|6:0.0096|7:0.0096
15,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"The author refers to the hotel as ""The historical Mountain Lake Hotel"" most likely because of its--",8,4,0.9025017,0.7347266674041748,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9025|5:0.0140|6:0.0139|7:0.0139
16,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"According to the article, the most likely reason visitors return to the Mountain Lake Hotel is to--",9,4,0.75313854,1.2191786766052246,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.7531|5:0.1718|6:0.0125|7:0.0125
17,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which sentence from the article states an opinion?,4,6,0.82481706,1.1612257957458496,0:0.0250|1:0.0250|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
18,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Which word means ""to be continually engaged in close, careful study""?",7,3,0.8905914,0.8052781820297241,0:0.0156|1:0.0156|2:0.0156|3:0.8906|4:0.0156|5:0.0156|6:0.0156|7:0.0156
19,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"The author's use of the word ""flying"" in the title best shows that the speaker--",8,0,0.9026435,0.7338733673095703,0:0.9026|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0140
20,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Read lines 4-5 from the poem. My sled and I are like one creature; We lean together in the turns, Based on these lines, the speaker's closeness to the sled shows the speaker is--",17,7,0.5113398,1.3129392862319946,0:0.4470|1:0.0069|2:0.0069|3:0.0069|4:0.0069|5:0.0069|6:0.0069|7:0.5113
21,reading_grade6_2015,reading-grade6-2015.js,multiple-select,Which two words are the best synonyms for lumber in line 18?,6,4,0.8748632,0.8952517509460449,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8749|5:0.0179|6:0.0179|7:0.0179
22,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which line best suggests that the speaker has been down the hill in the past?,6,7,0.874863,0.8952525854110718,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
23,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,What will the speaker most likely do next?,3,7,0.780841,1.3738861083984375,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.7808
24,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Read this sentence. A small vice in Craig's writing style is his habit of not explaining his ideas, but he can improve his skills with increased effort. What is the meaning of vice in this sentence?",17,7,0.9513679,0.4170854091644287,0:0.0069|1:0.0069|2:0.0069|3:0.0069|4:0.0069|5:0.0069|6:0.0069|7:0.9514
25,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Which word comes from a root that means ""to try""?",5,0,0.8541219,1.0089595317840576,0:0.8541|1:0.0208|2:0.0208|3:0.0209|4:0.0208|5:0.0208|6:0.0208|7:0.0208
26,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which question is answered in the first paragraph?,4,5,0.82493705,1.1606204509735107,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
27,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"What information could best be added to the section ""Clip, Save, and Win""?",8,1,0.90269154,0.7335842847824097,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
28,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Read this sentence from ""Win a Lions T-Shirt."" Just fill out this form, drop it off at the school store, and listen to the announce ments every morning. In which word does - ment have the same meaning as it does in announce ment ?",20,3,0.95831114,0.3670176863670349,0:0.0060|1:0.0060|2:0.0060|3:0.9583|4:0.0060|5:0.0060|6:0.0060|7:0.0060
29,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,What is the purpose of the Lion's Den?,3,1,0.53123677,1.9371321201324463,0:0.0313|1:0.5312|2:0.0313|3:0.0313|4:0.0313|5:0.2812|6:0.0313|7:0.0313
30,reading_grade6_2015,reading-grade6-2015.js,multiple-select,Complete these notes. Ways the Lion's Den tries to persuade students to visit the school store:,11,1,0.9270484,0.5816441774368286,0:0.0104|1:0.9270|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
31,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,The school store will most benefit students who--,4,0,0.8247209,1.161710500717163,0:0.8247|1:0.0250|2:0.0251|3:0.0250|4:0.0251|5:0.0250|6:0.0250|7:0.0250
32,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which sentence states a fact about the information in the flier?,5,2,0.8539288,1.0099937915802002,0:0.0209|1:0.0209|2:0.8539|3:0.0208|4:0.0208|5:0.0209|6:0.0209|7:0.0208
33,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Paragraph 1 indicates that therapy dogs can work with children who--,6,7,0.87490267,0.8950303792953491,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
34,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which question is answered in paragraph 2?,3,5,0.7811618,1.3723969459533691,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7812|6:0.0313|7:0.0313
35,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"In paragraph 4, the word circumstances means--",4,0,0.53214055,1.8086020946502686,0:0.5321|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.3177|6:0.0250|7:0.0250
36,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which paragraph in the article discusses the role of the dog's handler during a therapy session?,8,1,0.90265316,0.7338160276412964,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
37,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Based on the article, what might a child most likely be able to do after several reading therapy sessions?",10,0,0.9203929,0.6242786645889282,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
38,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,What may the reader conclude about birds in reading therapy programs?,7,1,0.89054537,0.8055466413497925,0:0.0156|1:0.8905|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
39,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,This article answers all these questions EXCEPT--,4,0,0.8248935,1.1608402729034424,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
40,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,"Read this thesaurus entry. slumped v. -- Slid, sank, tumbled, crashed. Which word best replaces slumped in paragraph 5?",13,0,0.9374695,0.5129545331001282,0:0.9375|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
41,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which sentence is the best summary of paragraph 10?,4,2,0.82482344,1.161193609237671,0:0.0250|1:0.0250|2:0.8248|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
42,reading_grade6_2015,reading-grade6-2015.js,multiple-select,Use paragraphs 13 and 14 to complete this web.,4,3,0.8248066,1.1612783670425415,0:0.0250|1:0.0251|2:0.0250|3:0.8248|4:0.0250|5:0.0250|6:0.0250|7:0.0250
43,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,What could be the cause of the effect shown? Effect: Anthony suddenly remembers Field Day.,10,1,0.9204105,0.6241672039031982,0:0.0114|1:0.9204|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
44,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,Which sentence from the story best shows that Anthony can be responsible?,6,2,0.4955392,1.6538050174713135,0:0.0179|1:0.0179|2:0.4955|3:0.0179|4:0.0179|5:0.3972|6:0.0179|7:0.0179
45,reading_grade6_2015,reading-grade6-2015.js,multiple-choice,What does the title mean?,2,0,0.70819175,1.6902549266815186,0:0.7082|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
1,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Quinterro's thoughts in paragraphs 1 and 2 most contribute to the plot of the story by--,6,6,0.87489396,0.8950789570808411,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
2,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"The word binoculars in paragraph 17 comes from the Latin word ocular , which means--",8,0,0.90274304,0.7332746982574463,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
3,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,What is the main conflict of the story?,3,2,0.7811936,1.3722490072250366,0:0.0313|1:0.0313|2:0.7812|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
4,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which sentence best expresses the theme of the story?,5,2,0.8541242,1.0089473724365234,0:0.0208|1:0.0208|2:0.8541|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
5,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The author's purpose for including paragraph 2 is to explain--,5,5,0.85410374,1.0090569257736206,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0208
6,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"In paragraph 6, the author explains that lava —",4,6,0.8246567,1.1620336771011353,0:0.0251|1:0.0250|2:0.0250|3:0.0251|4:0.0250|5:0.0251|6:0.8247|7:0.0250
7,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which sentence best summarizes paragraph 10?,4,2,0.8248387,1.161116361618042,0:0.0250|1:0.0250|2:0.8248|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
8,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which sentence from the article states an opinion about the Ring of Fire?,6,6,0.8749135,0.8949694633483887,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
9,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"Based on the article, the reader can determine that volcanic activity--",6,5,0.6546488,1.515614628791809,0:0.2381|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.6546|6:0.0179|7:0.0179
10,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"Read this sentence from paragraph 1. Once again her room looked like a whirlwind had blown through it, and she knew exactly who the culprit was. The author uses hyperbole in this sentence to--",15,6,0.94524956,0.4599473476409912,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.9452|7:0.0078
11,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"In paragraph 2, the word appraise means--",4,3,0.8248835,1.160889983177185,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
12,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The author includes paragraphs 11-13 mainly to--,4,3,0.82488304,1.1608928442001343,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
13,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The empty swing in paragraph 15 leads Alice to the resolution by helping her realize--,8,7,0.90273106,0.7333464622497559,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.9027
14,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The author chooses to use this point of view because--,5,1,0.85385805,1.0103731155395508,0:0.0209|1:0.8539|2:0.0209|3:0.0209|4:0.0208|5:0.0209|6:0.0209|7:0.0209
15,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which sentence best summarizes lines 15-17?,4,2,0.5274455,1.8118276596069336,0:0.0250|1:0.0250|2:0.5274|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.3225
16,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The setting of the poem affects the speaker by--,4,2,0.47414717,1.8398785591125488,0:0.0250|1:0.0250|2:0.4741|3:0.0251|4:0.0250|5:0.0250|6:0.0250|7:0.3757
17,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The reader knows that the speaker's point of view has changed since her last visit to the island because she--,10,5,0.92033285,0.6246590614318848,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.9203|6:0.0114|7:0.0114
18,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"The Latin word internalis means ""extending to the interior."" In paragraph 1 of the article, internal means--",10,0,0.92042553,0.6240718364715576,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
19,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which word is a synonym for fatigue in paragraph 3?,4,3,0.8248951,1.1608319282531738,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
20,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Paragraph 7 is organized by using--,3,5,0.7811511,1.3724466562271118,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7812|6:0.0313|7:0.0313
21,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"Based on the article, plants unfold their leaves to--",5,6,0.85403055,1.0094490051269531,0:0.0209|1:0.0209|2:0.0208|3:0.0208|4:0.0209|5:0.0209|6:0.8540|7:0.0208
22,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,The author's word choice in paragraph 1 introduces a tone of--,6,0,0.64605564,1.5278717279434204,0:0.6461|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.2467
23,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which word in paragraph 18 does the author use to influence the reader's attitude about Sydney?,8,0,0.9026337,0.7339323163032532,0:0.9026|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
24,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Jada most likely smiles at the end of the story because she--,5,2,0.85401964,1.009507656097412,0:0.0209|1:0.0209|2:0.8540|3:0.0208|4:0.0209|5:0.0209|6:0.0208|7:0.0208
25,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Zach knows that Jada is not as meek as she seems because she —,5,4,0.85411036,1.0090219974517822,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.8541|5:0.0209|6:0.0208|7:0.0208
26,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Zach discusses eclipses with Jada because--,4,5,0.82492423,1.1606850624084473,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
27,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,"Based on information in the story, the reader understands that Zach--",6,1,0.37511343,2.026658535003662,0:0.0179|1:0.3751|2:0.1815|3:0.0179|4:0.0179|5:0.3540|6:0.0179|7:0.0179
28,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Which sentence best expresses a theme of the story?,5,2,0.85412425,1.0089473724365234,0:0.0208|1:0.0208|2:0.8541|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
29,reading_grade6_practice_2024,reading-grade6-practice-2024.js,multiple-choice,Zach's character is important to the story because he--,4,5,0.42506844,1.848465919494629,0:0.0250|1:0.0250|2:0.4247|3:0.0250|4:0.0250|5:0.4251|6:0.0251|7:0.0250
1,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In paragraph 4, the author includes the detail of Mrs. Parker sounding ""a little too patient"" to suggest that —",10,2,0.9203838,0.6243361830711365,0:0.0114|1:0.0114|2:0.9204|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
2,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Read this sentence from paragraph 7. ""They're fiction al , of course, but I want to name them after real places that nobody knows much about."" In which word does the suffix - al have the same meaning as it does in fiction al ?",16,4,0.94846976,0.43752527236938477,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.9485|5:0.0074|6:0.0074|7:0.0074
3,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which word in paragraph 17 conveys Jared's embarrassment?,5,0,0.8540708,1.0092334747314453,0:0.8541|1:0.0208|2:0.0209|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
4,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Complete this web.,2,1,0.7081824,1.6902931928634644,0:0.0417|1:0.7082|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
5,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In this story, Jared's main conflict can be described as —",5,2,0.854044,1.0093772411346436,0:0.0209|1:0.0208|2:0.8540|3:0.0208|4:0.0208|5:0.0208|6:0.0209|7:0.0209
6,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In a summary of this story, the most important detail to include is how Jared —",6,2,0.8749605,0.8947054147720337,0:0.0179|1:0.0179|2:0.8750|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
7,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"By the end of the story, readers can best predict that Jared will —",6,2,0.8749477,0.8947776556015015,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
8,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Why does the author include paragraph 1?,3,5,0.7810734,1.372807264328003,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
9,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,What does domesticated mean in paragraph 2?,3,3,0.7811273,1.3725571632385254,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
10,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In paragraph 4, reverence means —",3,5,0.7809002,1.3736109733581543,0:0.0314|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7809|6:0.0313|7:0.0313
11,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Read this sentence from paragraph 4. The Egyptians did not wish to harm the animals. Why does the author include this detail in the article?,11,5,0.92699206,0.5820091962814331,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.9270|6:0.0104|7:0.0104
12,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which statement best summarizes paragraph 5?,4,2,0.8248579,1.1610195636749268,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
13,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which word from paragraph 7 best shows how Maus are viewed in Egypt today?,8,0,0.9027222,0.7333996891975403,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
14,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"According to the article, cats started gaining acceptance in Egypt when —",7,2,0.89043343,0.806199312210083,0:0.0157|1:0.0157|2:0.8904|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
15,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,What problem do Maus currently experience in Egypt?,5,7,0.8540884,1.0091394186019897,0:0.0209|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.8541
16,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which paragraph from the article offers the most useful information for a report about how groups help animals?,9,1,0.9123646,0.6745508909225464,0:0.0125|1:0.9124|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
17,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which idea from the article offers the best support for a presentation about the effect pets can have on owners?,9,0,0.9124228,0.6741905212402344,0:0.9124|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
18,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,The pine thinks the oak should be ashamed because the oak —,5,7,0.85414803,1.008819818496704,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.8541
19,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Based on the details in this poem, the oak tree and pine tree are most likely located —",9,3,0.5357224,1.4867161512374878,0:0.0125|1:0.0125|2:0.0125|3:0.5357|4:0.0125|5:0.0125|6:0.0125|7:0.3892
20,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Who is the narrator in this poem?,2,6,0.37498185,2.2078235149383545,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.3750|7:0.3749
21,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Based on the end of the poem, what will most likely happen in the future?",6,1,0.8748867,0.8951199054718018,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
22,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,The trees speaking to each other is an example of —,3,2,0.7811625,1.3723938465118408,0:0.0313|1:0.0313|2:0.7812|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
23,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which of these is a theme of this poem?,2,2,0.70800835,1.6910035610198975,0:0.0417|1:0.0417|2:0.7080|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0419
