qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
38,math_grade6_2014,math-grade6-2014.js,multiple-choice,The sixth-grade class held elections for class president. This graph shows the results of the election. Which circle graph best represents the same set of data?,16,5,0.94846845,0.43753498792648315,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.9485|6:0.0074|7:0.0074
39,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which property is illustrated by this number sentence? (0.7 + 1) · 0 = 0,4,4,0.8247902,1.1613609790802002,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.8248|5:0.0250|6:0.0250|7:0.0250
40,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which of these best describes dependent events?,4,4,0.82483965,1.1611117124557495,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.8248|5:0.0250|6:0.0250|7:0.0250
41,math_grade6_2014,math-grade6-2014.js,multiple-choice,"The first five terms of a sequence are shown. 4, 10, 16, 22, 28, ... What is the common difference of this sequence?",8,0,0.9026875,0.7336084246635437,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
42,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which line plot shows a set of data with a balance point of 23?,7,0,0.89050484,0.8057831525802612,0:0.8905|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.0156
43,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which property is illustrated by this number sentence? 13 * 1 = 13,4,4,0.82478803,1.1613720655441284,0:0.0251|1:0.0250|2:0.0250|3:0.0250|4:0.8248|5:0.0250|6:0.0250|7:0.0250
44,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which number sentence illustrates the multiplicative inverse property?,6,0,0.87486523,0.8952402472496033,0:0.8749|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
45,math_grade6_2014,math-grade6-2014.js,multiple-choice,"Cale used a certain rule to create this geometric pattern. 3, 12, 48, 192, 768 Which of these patterns follows the same rule as Cale's pattern?",12,1,0.93266064,0.5449609160423279,0:0.0096|1:0.9327|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
46,math_grade6_2014,math-grade6-2014.js,multiple-choice,"Lee rolls a fair number cube labeled 1 through 6 two times. On both rolls, the number 6 lands face-up. In this situation, the second roll is--",15,3,0.9452523,0.45992857217788696,0:0.0078|1:0.0078|2:0.0078|3:0.9453|4:0.0078|5:0.0078|6:0.0078|7:0.0078
47,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which word describes 5 in the number sentence shown? 5x - 12 = 18,5,7,0.8539197,1.0100432634353638,0:0.0209|1:0.0209|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.0209|7:0.8539
48,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which number sentence can be used to represent all the values of n shown on this graph?,7,0,0.8904854,0.8058961033821106,0:0.8905|1:0.0157|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
49,math_grade6_2014,math-grade6-2014.js,multiple-choice,"Kylah spent $15 each week for 10 weeks. This circle graph represents how Kylah spent her money on each of 5 types of items. Based on this graph, which appears closest to the total amount Kylah spent on books and music for the 10-week period?",24,5,0.96496594,0.31739383935928345,0:0.0050|1:0.0050|2:0.0050|3:0.0050|4:0.0050|5:0.9650|6:0.0050|7:0.0050
50,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which graph represents the solution set to this inequality? 1 ≥ n,5,1,0.8539793,1.0097236633300781,0:0.0209|1:0.8540|2:0.0208|3:0.0209|4:0.0208|5:0.0209|6:0.0209|7:0.0209
1,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which expression is best represented by this model?,4,3,0.82463014,1.162168025970459,0:0.0251|1:0.0251|2:0.0250|3:0.8246|4:0.0251|5:0.0250|6:0.0250|7:0.0251
2,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,What is the product of 2 2 3 and 1 1 6 ?,1,6,0.56223696,2.2177505493164062,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0626|5:0.0625|6:0.5622|7:0.0625
3,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,The value of 8 1 4 ÷ 1 8 is —,1,6,0.56197906,2.2185676097869873,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
4,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which equation is represented by this model?,3,2,0.78098685,1.3732092380523682,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
5,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which number is less than −8?,2,3,0.70811576,1.6905653476715088,0:0.0417|1:0.0417|2:0.0417|3:0.7081|4:0.0417|5:0.0417|6:0.0417|7:0.0417
6,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which statement best describes a number that is a perfect square?,6,7,0.8748718,0.8952034115791321,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
7,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Nigel has 3 rolls of ribbon. Each roll has 8 3 4 feet of ribbon. It takes 1 3 4 feet of ribbon to make one bow. What is the total number of bows that Nigel can make using these 3 rolls of ribbon?,20,2,0.9582992,0.3671044409275055,0:0.0060|1:0.0060|2:0.9583|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
8,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Wayne and Dani both drew congruent circles and marked the center points as Q. They each drew a line segment inside their circle as shown. Which statement best describes the line segments in Wayne's and Dani's circles?,22,7,0.9619051,0.340434193611145,0:0.0054|1:0.0054|2:0.0054|3:0.0054|4:0.0054|5:0.0054|6:0.0054|7:0.9619
9,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,The diameter of the circular base of a storage container is 18.8 meters. The circumference of the base is approximately 59 meters. Which of these could be used to approximate the value of π?,14,5,0.83714616,0.9154205322265625,0:0.1128|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.8371|6:0.0083|7:0.0083
10,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"The rectangle and shaded triangle have the same base and height, as shown in the diagram. The area, in square units, of the shaded triangle can be represented as —",13,0,0.5393672,1.3732661008834839,0:0.5394|1:0.4070|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
11,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"Which graphed point is best represented by (−7, 0)?",4,7,0.45002615,1.8461687564849854,0:0.3998|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.4500
12,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which figure represents a regular polygon?,4,1,0.5167624,1.819248914718628,0:0.0251|1:0.5168|2:0.3331|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
13,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,A class will collect data to determine which afterschool event is the favorite for students to attend. Which method would result in data most representative of the entire school population?,17,3,0.951345,0.41724762320518494,0:0.0070|1:0.0069|2:0.0069|3:0.9513|4:0.0070|5:0.0070|6:0.0069|7:0.0070
14,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Timothy ordered 150 sandwiches on Monday. This circle graph represents the number of each kind of sandwich he ordered. Which is closest to the total number of turkey sandwiches Timothy ordered?,18,0,0.953908,0.3989545702934265,0:0.9539|1:0.0066|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
15,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Porter recorded the lengths of 8 earthworms. Each length is rounded to the nearest inch. The circle graph and the line plot represent this set of data. What information can be determined from both the circle graph and the line plot?,21,5,0.96018463,0.3532208800315857,0:0.0057|1:0.0057|2:0.0057|3:0.0057|4:0.0057|5:0.9602|6:0.0057|7:0.0057
16,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,This line plot shows the number of letters in the names of 7 students. What is the balance point for this set of data?,11,0,0.9270062,0.5819176435470581,0:0.9270|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
17,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"The table shows the number of minutes 10 students each used completing homework one night. The teacher removes the outlier from the data and recalculates the measures of center and spread. When the outlier is removed from the data, the —",21,4,0.96018815,0.3531947731971741,0:0.0057|1:0.0057|2:0.0057|3:0.0057|4:0.9602|5:0.0057|6:0.0057|7:0.0057
18,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Cole used 1 4 of his time reading his notes and 3 10 of his time completing problems. He used the rest of his time reviewing his textbook. Cole reviewed his textbook for exactly —,17,4,0.9513502,0.41721096634864807,0:0.0069|1:0.0070|2:0.0069|3:0.0069|4:0.9514|5:0.0069|6:0.0069|7:0.0069
19,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,The points on the coordinate plane show the proportional relationship between the x- and y-values. Which table of values represents the same proportional relationship that is shown in the graph?,14,1,0.94162536,0.48483723402023315,0:0.0083|1:0.9416|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
20,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,"Using the key shown, look at this equation mat. Which equation best represents the equation mat shown?",12,1,0.9326404,0.5450941324234009,0:0.0096|1:0.9326|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
21,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,What is the value of m for this equation? 18 = m 6,2,1,0.70792633,1.691339373588562,0:0.0417|1:0.7079|2:0.0417|3:0.0417|4:0.0417|5:0.0418|6:0.0418|7:0.0417
22,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Mr. Hansen wrote and solved this equation on the board. r + 3 = 11 r + (3 - 3) = 11 - 3 r = 8 He used the key shown and drew a model to confirm the solution. Which of these best represents a model Mr. Hansen could use to confirm his solution?,20,6,0.9582676,0.36733657121658325,0:0.0060|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.9583|7:0.0060
23,math_grade6_practice_2023,math-grade6-practice-2023.js,multiple-choice,Which statement is true?,2,6,0.7080993,1.6906325817108154,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7081|7:0.0417
1,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which of the following is true?,2,1,0.7079352,1.691303014755249,0:0.0417|1:0.7079|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0418|7:0.0417
2,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number is a square root of 400?,3,7,0.7810309,1.3730047941207886,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.7810
3,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is 0.000012 written in scientific notation?,3,5,0.78112054,1.3725885152816772,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
4,math_grade7_2014,math-grade7-2014.js,drag-drop,Arrange the three numbers shown in order from least to greatest.,7,7,0.89044565,0.8061280846595764,0:0.0156|1:0.0157|2:0.0156|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.8904
5,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which list of numbers is arranged from least to greatest?,5,7,0.85402685,1.0094692707061768,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0209|5:0.0209|6:0.0209|7:0.8540
6,math_grade7_2014,math-grade7-2014.js,free-response,What is the value of (-15) - (-18) ÷ 3?,1,5,0.56186575,2.218926191329956,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.5619|6:0.0627|7:0.0626
7,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number is a square root of 1?,3,7,0.7810287,1.37301504611969,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.7810
8,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Let n represent any number in this sequence. 2, 24, 46, 68, ... Which of these can be used to determine the next number?",8,3,0.9026691,0.7337195873260498,0:0.0139|1:0.0139|2:0.0139|3:0.9027|4:0.0139|5:0.0139|6:0.0139|7:0.0139
9,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number sentence is represented by this model?,4,0,0.8248348,1.1611356735229492,0:0.8248|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
10,math_grade7_2014,math-grade7-2014.js,multiple-choice,Clarence made a scale drawing of a classroom. The scale in the drawing is 2 inches represents 9 feet. The actual length of the classroom is 36 feet. What is the length of the classroom on the scale drawing?,18,1,0.95390457,0.39897871017456055,0:0.0066|1:0.9539|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
11,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which fraction and decimal are equivalent to 10⁻³?,3,5,0.7810787,1.3727827072143555,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
12,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the absolute value of -8.2?,2,6,0.70816463,1.6903659105300903,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7082|7:0.0417
13,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Which statement is true about the pattern shown? 5, 20, 80, 320, ...",4,6,0.8247717,1.161454200744629,0:0.0250|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
14,math_grade7_2014,math-grade7-2014.js,multiple-choice,Kelly received a 25% discount on the purchase of a $240 bicycle. What was the amount of the discount Kelly received?,9,0,0.9124517,0.6740124225616455,0:0.9125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
15,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which number sentence is represented by this model?,4,0,0.8248348,1.1611356735229492,0:0.8248|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
16,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is | -11 12 |?,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
17,math_grade7_2014,math-grade7-2014.js,multiple-choice,The length of Rectangular Prism A is shown. The length of this prism is multiplied by a scale factor of 1 2 to create Rectangular Prism B. The volume of Rectangular Prism B is--,15,5,0.9452456,0.4599747955799103,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.9452|6:0.0078|7:0.0078
18,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which statement is false?,2,6,0.708216,1.6901559829711914,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7082|7:0.0417
19,math_grade7_2014,math-grade7-2014.js,multiple-choice,Quadrilateral KLMN is rotated 180° clockwise about the origin. Which coordinates best represent the image of point K?,10,5,0.9203652,0.6244544982910156,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.9204|6:0.0114|7:0.0114
20,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has 8 equal-sized sections. • 2 red • 1 yellow • 3 blue • 2 green A class spun the arrow on the spinner 20 times. The arrow landed on green 3 times. The class will spin the arrow on the spinner a total of 500 times. As the number of spins increases, the experimental probability of the arrow landing on green will most likely approach –",32,2,0.97346336,0.2512120306491852,0:0.0038|1:0.0038|2:0.9735|3:0.0038|4:0.0038|5:0.0038|6:0.0038|7:0.0038
21,math_grade7_2014,math-grade7-2014.js,multiple-select,The dimensions of 4 rectangular prisms are shown. Identify each of the prisms for which the maximum amount of sand the prism can hold is 30 cubic inches.,13,5,0.9374488,0.5130934119224548,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.9374|6:0.0089|7:0.0089
22,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A rectangular prism has a height of 3 inches and a volume of 27 cubic inches. The height of this prism is changed to 6 inches, and the other dimensions stay the same. What is the volume of the prism with this change?",16,4,0.9484901,0.43738317489624023,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.9485|5:0.0074|6:0.0074|7:0.0074
23,math_grade7_2014,math-grade7-2014.js,multiple-choice,Every rhombus is also a--,3,4,0.47934684,1.9747133255004883,0:0.0313|1:0.0313|2:0.3330|3:0.0313|4:0.4793|5:0.0313|6:0.0313|7:0.0313
24,math_grade7_2014,math-grade7-2014.js,multiple-choice,Quadrilateral PQMN is similar to quadrilateral WXYZ. What is the measure of angle Z?,7,3,0.89050746,0.8057679533958435,0:0.0157|1:0.0156|2:0.0156|3:0.8905|4:0.0156|5:0.0157|6:0.0156|7:0.0156
25,math_grade7_2014,math-grade7-2014.js,multiple-choice,This table shows the dimensions of four rectangular prisms. Which rectangular prism has the greatest volume?,10,4,0.5115921,1.4610211849212646,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.5116|5:0.4202|6:0.0114|7:0.0114
26,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which numbered triangle is a 90° counterclockwise rotation about the origin of the shaded triangle?,6,7,0.68104666,1.4743759632110596,0:0.2117|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.6810
27,math_grade7_2014,math-grade7-2014.js,multiple-choice,The diameter and height of a cylindrical container are shown. The container is filled completely with cheese sauce. Which of these represents the total number of cubic inches of cheese sauce in the container?,18,0,0.9539091,0.3989475667476654,0:0.9539|1:0.0066|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
28,math_grade7_2014,math-grade7-2014.js,point-select,Figure LMNP will be reflected across the y-axis. Place the point on the graph that represents point N'.,10,0,0.9203949,0.6242657899856567,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
29,math_grade7_2014,math-grade7-2014.js,multiple-choice,Triangle PQR is similar to triangle STU. Which proportion can be used to find n?,8,1,0.9027493,0.7332364320755005,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
30,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The number of 8-ounce glasses of water Shane drank each day for 12 days is represented in this histogram. Based on this histogram, which statement must be true?",15,4,0.9452563,0.45990100502967834,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.9453|5:0.0078|6:0.0078|7:0.0078
31,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The digits 1, 2, 3, and 4 are used to make a 3-digit number. Each digit can be repeated. What is the total number of 3-digit numbers that can be made using these digits?",14,3,0.94157666,0.48516935110092163,0:0.0083|1:0.0083|2:0.0084|3:0.9416|4:0.0083|5:0.0083|6:0.0083|7:0.0083
32,math_grade7_2014,math-grade7-2014.js,multiple-choice,"If k = 2, what is the value of k³ - (k - 10) + 4k?",1,6,0.5619736,2.2185850143432617,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
33,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has 5 sections of equal size labeled P, Q, R, S, and T. The arrow of this spinner was spun 15 times and landed 4 times on the section labeled Q. Which statement best describes the experimental probability and theoretical probability of the arrow landing on the section labeled Q?",24,6,0.9649831,0.31726354360580444,0:0.0050|1:0.0050|2:0.0050|3:0.0050|4:0.0050|5:0.0050|6:0.9650|7:0.0050
34,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Ethan earns $12 per hour to walk 2 dogs, plus an additional $7 for brushing the 2 dogs after their walk. Let x represent the hours Ethan works. Let y represent the total he earns each day. Which number sentence best represents this situation?",26,7,0.96756357,0.2975276708602905,0:0.0046|1:0.0046|2:0.0046|3:0.0046|4:0.0046|5:0.0046|6:0.0046|7:0.9676
35,math_grade7_2014,math-grade7-2014.js,multiple-choice,Aidan's age is 6 years less than half of Maggie's age. Aidan's age is 4 years. What is Maggie's age?,12,7,0.93266857,0.5449082851409912,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.9327
36,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to -12x ≤ -72?,1,6,0.5622206,2.2178025245666504,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
37,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which property is illustrated by this number sentence? (-1 • 7) + 3 = 3 + (-1 • 7),4,4,0.8247898,1.161362886428833,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.8248|5:0.0250|6:0.0250|7:0.0250
38,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which graph represents the solution set to this inequality? x + 5,5,1,0.8539792,1.0097243785858154,0:0.0209|1:0.8540|2:0.0208|3:0.0209|4:0.0208|5:0.0209|6:0.0209|7:0.0209
39,math_grade7_2014,math-grade7-2014.js,multiple-choice,This stem-and-leaf plot shows the high temperatures for a city over 20 days. Which histogram represents the same set of data?,11,7,0.521163,1.428314208984375,0:0.0104|1:0.0104|2:0.0104|3:0.4163|4:0.0104|5:0.0104|6:0.0104|7:0.5212
40,math_grade7_2014,math-grade7-2014.js,multiple-choice,Marjorie bought 24 bottles of juice. Each day she opens and drinks 2 of these bottles of juice. Which of the following best represents the number of unopened bottles of juice Marjorie has at the end of d days?,19,7,0.9562131,0.3823186159133911,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.0063|6:0.0063|7:0.9562
41,math_grade7_2014,math-grade7-2014.js,multiple-choice,"If n = 3, what is the value of (3 + n 4 ) ÷ 3?",1,6,0.5619532,2.218649387359619,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
42,math_grade7_2014,math-grade7-2014.js,multiple-choice,"This spinner has 6 sections of equal size. The arrow of this spinner was spun 60 times. On 45 out of 60 times, the arrow landed on a section labeled with a multiple of 4. What was the experimenal probability of the arrow landing on a section labeled with a multiple of 4?",21,6,0.9602122,0.35301753878593445,0:0.0057|1:0.0057|2:0.0057|3:0.0057|4:0.0057|5:0.0057|6:0.9602|7:0.0057
43,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to x -4 = 10,1,6,0.5622382,2.2177467346191406,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
44,math_grade7_2014,math-grade7-2014.js,multiple-choice,"Which of the following is the algebraic form for the verbal statement shown? ""13 more than the product of 4 and a number, n""",8,1,0.9026467,0.7338535189628601,0:0.0139|1:0.9026|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
45,math_grade7_2014,math-grade7-2014.js,multiple-choice,"The table shows the results of 50 rolls of a fair number cube numbered 1 to 6. According to the data in the table, what was the experimental probability of rolling a 1?",14,7,0.9415823,0.48513028025627136,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0084|7:0.9416
46,math_grade7_2014,math-grade7-2014.js,multiple-choice,"A spinner has sections labeled W, X, Y, and Z. The faces of a number cube are labeled 1, 2, 3, 4, 5, and 6. What is the total number of possible outcomes of 1 spin of the arrow on the spinner and 1 roll of the number cube?",17,3,0.54644215,1.3025091886520386,0:0.0070|1:0.0070|2:0.0070|3:0.5464|4:0.0069|5:0.0070|6:0.4118|7:0.0070
47,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which value of k makes -5 > k + 11 true?,3,6,0.78109515,1.3727061748504639,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7811|7:0.0313
48,math_grade7_2014,math-grade7-2014.js,multiple-choice,Which table contains only the points that lie on the line represented by y = 5 4 x - 3?,6,3,0.874765,0.8958032131195068,0:0.0179|1:0.0179|2:0.0179|3:0.8748|4:0.0179|5:0.0179|6:0.0179|7:0.0179
49,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the value of n that makes the following true? n + (-7) = -77,4,6,0.82478154,1.1614043712615967,0:0.0250|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
50,math_grade7_2014,math-grade7-2014.js,multiple-choice,What is the solution to c - 14 < 16?,1,6,0.56222206,2.2177979946136475,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
1,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Samantha stated that 324 is a perfect square. Which factors could Samantha have used to justify her statement?,10,0,0.9203629,0.6244687438011169,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
2,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Which operation should be performed last when using the order of operations to simplify this expression? 20 − 6 2 • 2,8,1,0.9026614,0.7337664365768433,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
3,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Adam had 820 baseball cards. He gave 25% of the cards to his brother. How many cards did Adam give to his brother?,11,6,0.9270663,0.5815280079841614,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.9271|7:0.0104
4,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,The table shows the number of different-colored roses sold at a flower shop. The shop owner will create a circle graph to represent the data. What percent of the circle should be used to represent the number of pink roses sold?,22,3,0.635939,1.1888848543167114,0:0.0054|1:0.0054|2:0.0054|3:0.6359|4:0.0054|5:0.3314|6:0.0054|7:0.0054
5,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A cylinder has a radius of 7 inches and a height of 20 inches. Which is closest to the surface area of this cylinder?,9,4,0.9124071,0.6742879748344421,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.9124|5:0.0125|6:0.0125|7:0.0125
6,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"The measurements of a rectangular prism are shown. If the height of this rectangular prism was multiplied by 1 2 , the surface area would —",11,5,0.92697877,0.5820950269699097,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.9270|6:0.0104|7:0.0104
7,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Two similar triangles are shown. Which statement is NOT true?,6,1,0.8747087,0.8961185216903687,0:0.0179|1:0.8747|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
8,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Triangle STU is similar to triangle XYZ. Which proportion can be used to find m?,8,1,0.90273774,0.733305811882019,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
9,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Triangle PQR is dilated by a scale factor of 2 using the origin as the center of dilation. What appears to be the new coordinates of point R after this dilation?,14,3,0.76457757,1.0925102233886719,0:0.0084|1:0.1854|2:0.0083|3:0.7646|4:0.0083|5:0.0083|6:0.0083|7:0.0083
